data,confidence,fold
test-OOD,0.20456636,5
test-OOD,0.57266647,5
test-OOD,0.40540838,5
test-OOD,0.34633362,5
test-OOD,0.27487674,5
test-OOD,0.81205577,5
test-OOD,0.48761308,5
test-OOD,0.51755124,5
test-OOD,0.44975853,5
test-OOD,0.27588743,5
test-OOD,0.43700373,5
test-OOD,0.13139875,5
test-OOD,0.7070994,5
test-OOD,0.29060966,5
test-OOD,0.75438535,5
test-OOD,0.51964414,5
test-OOD,0.47679996,5
test-OOD,0.40915543,5
test-OOD,0.31105807,5
test-OOD,0.33882087,5
test-OOD,0.38210922,5
test-OOD,0.5232731,5
test-OOD,0.39707816,5
test-OOD,0.64457095,5
test-OOD,0.32893264,5
test-OOD,0.37240618,5
test-OOD,0.34430557,5
test-OOD,0.47536477,5
test-OOD,0.2959585,5
test-OOD,0.49471408,5
test-OOD,0.4516521,5
test-OOD,0.2430713,5
test-OOD,0.38273627,5
test-OOD,0.3654155,5
test-OOD,0.30296138,5
test-OOD,0.64132357,5
test-OOD,0.55149114,5
test-OOD,0.11329265,5
test-OOD,0.41350633,5
test-OOD,0.14790179,5
test-OOD,0.6214938,5
test-OOD,0.40394023,5
test-OOD,0.8517757,5
test-OOD,0.6801289,5
test-OOD,0.89311993,5
test-OOD,0.4815288,5
test-OOD,0.27476287,5
test-OOD,0.6644343,5
test-OOD,0.7086754,5
test-OOD,0.7792324,5
test-OOD,0.794858,5
test-OOD,0.26242647,5
test-OOD,0.27762276,5
test-OOD,0.62499815,5
test-OOD,0.77144134,5
test-OOD,0.93029356,5
test-OOD,0.47086054,5
test-OOD,0.61474407,5
test-OOD,0.25698978,5
test-OOD,0.40721858,5
test-OOD,0.6650012,5
test-OOD,0.32850847,5
test-OOD,0.43238148,5
test-OOD,0.5805714,5
test-OOD,0.28352416,5
test-OOD,0.3864395,5
test-OOD,0.68695927,5
test-OOD,0.6054384,5
test-OOD,0.982644,5
test-OOD,0.7432604,5
test-OOD,0.36232457,5
test-OOD,0.6858894,5
test-OOD,0.15002242,5
test-OOD,0.29960316,5
test-OOD,0.15502834,5
test-OOD,0.1810188,5
test-OOD,0.56431824,5
test-OOD,0.44677472,5
test-OOD,0.8768244,5
test-OOD,0.9617479,5
test-OOD,0.44918373,5
test-OOD,0.56895846,5
test-OOD,0.54742336,5
test-OOD,0.27459332,5
test-OOD,0.75885683,5
test-OOD,0.5384214,5
test-OOD,0.44053996,5
test-OOD,0.49997145,5
test-OOD,0.3007456,5
test-OOD,0.39960676,5
test-OOD,0.80402565,5
test-OOD,0.29532862,5
test-OOD,0.4706633,5
test-OOD,0.68870854,5
test-OOD,0.50682545,5
test-OOD,0.6798034,5
test-OOD,0.8578276,5
test-OOD,0.483305,5
test-OOD,0.5628514,5
test-OOD,0.43787962,5
test-OOD,0.9774201,5
test-OOD,0.24555995,5
test-OOD,0.685688,5
test-OOD,0.15461752,5
test-OOD,0.77351516,5
test-OOD,0.46817,5
test-OOD,0.9297028,5
test-OOD,0.42619622,5
test-OOD,0.46125656,5
test-OOD,0.5694903,5
test-OOD,0.3308624,5
test-OOD,0.576772,5
test-OOD,0.43352142,5
test-OOD,0.82546663,5
test-OOD,0.23029672,5
test-OOD,0.401142,5
test-OOD,0.7106518,5
test-OOD,0.37539804,5
test-OOD,0.89021957,5
test-OOD,0.54515266,5
test-OOD,0.21538311,5
test-OOD,0.3642761,5
test-OOD,0.14517815,5
test-OOD,0.6056384,5
test-OOD,0.22945186,5
test-OOD,0.37529582,5
test-OOD,0.737244,5
test-OOD,0.72650266,5
test-OOD,0.5483433,5
test-OOD,0.7154488,5
test-OOD,0.6723746,5
test-OOD,0.31631663,5
test-OOD,0.6956374,5
test-OOD,0.76973724,5
test-OOD,0.8320728,5
test-OOD,0.7293623,5
test-OOD,0.80376244,5
test-OOD,0.42529538,5
test-OOD,0.6921536,5
test-OOD,0.89819217,5
test-OOD,0.8549389,5
test-OOD,0.3950376,5
test-OOD,0.72420466,5
test-OOD,0.55117786,5
test-OOD,0.37829363,5
test-OOD,0.48843652,5
test-OOD,0.22904398,5
test-OOD,0.8161638,5
test-OOD,0.25413167,5
test-OOD,0.24913488,5
test-OOD,0.79604477,5
test-OOD,0.22017314,5
test-OOD,0.6379683,5
test-OOD,0.47041267,5
test-OOD,0.4387237,5
test-OOD,0.339752,5
test-OOD,0.10890445,5
test-OOD,0.3677839,5
test-OOD,0.26904276,5
test-OOD,0.51568455,5
test-OOD,0.658477,5
test-OOD,0.66168654,5
test-OOD,0.98331124,5
test-OOD,0.27588558,5
test-OOD,0.9979305,5
test-OOD,0.9800655,5
test-OOD,0.90156686,5
test-OOD,0.833394,5
test-OOD,0.54729927,5
test-OOD,0.8211807,5
test-OOD,0.26964974,5
test-OOD,0.9592799,5
test-OOD,0.20915172,5
test-OOD,0.716557,5
test-OOD,0.81417197,5
test-OOD,0.73682195,5
test-OOD,0.6897351,5
test-OOD,0.94572234,5
test-OOD,0.61603653,5
test-OOD,0.3683889,5
test-OOD,0.89450544,5
test-OOD,0.9384872,5
test-OOD,0.61907315,5
test-OOD,0.51563615,5
test-OOD,0.41324347,5
test-OOD,0.70893,5
test-OOD,0.8230991,5
test-OOD,0.7241455,5
test-OOD,0.80412036,5
test-OOD,0.77234143,5
test-OOD,0.82080543,5
test-OOD,0.93381613,5
test-OOD,0.66499776,5
test-OOD,0.98762876,5
test-OOD,0.28621784,5
test-OOD,0.77688324,5
test-OOD,0.3604645,5
test-OOD,0.4207833,5
test-OOD,0.595466,5
test-OOD,0.97448707,5
test-OOD,0.3135723,5
test-OOD,0.30842596,5
test-OOD,0.4594104,5
test-OOD,0.5337202,5
test-OOD,0.34644276,5
test-OOD,0.3817808,5
test-OOD,0.5471071,5
test-OOD,0.3834796,5
test-OOD,0.25211516,5
test-OOD,0.48348472,5
test-OOD,0.64041066,5
test-OOD,0.23035681,5
test-OOD,0.8591707,5
test-OOD,0.12212598,5
test-OOD,0.35593158,5
test-OOD,0.82870567,5
test-OOD,0.9436201,5
test-OOD,0.6333643,5
test-OOD,0.94172966,5
test-OOD,0.3183776,5
test-OOD,0.94221205,5
test-OOD,0.38409904,5
test-OOD,0.6912034,5
test-OOD,0.28676006,5
test-OOD,0.3355196,5
test-OOD,0.2901826,5
test-OOD,0.12108801,5
test-OOD,0.26594448,5
test-OOD,0.69312704,5
test-OOD,0.39819658,5
test-OOD,0.7407648,5
test-OOD,0.90827936,5
test-OOD,0.5922595,5
test-OOD,0.41169888,5
test-OOD,0.8334501,5
test-OOD,0.30924672,5
test-OOD,0.22931336,5
test-OOD,0.21324182,5
test-OOD,0.4335986,5
test-OOD,0.20845802,5
test-OOD,0.3035703,5
test-OOD,0.50048494,5
test-OOD,0.51651573,5
test-OOD,0.16740954,5
test-OOD,0.76679313,5
test-OOD,0.44682607,5
test-OOD,0.66778094,5
test-OOD,0.079591855,5
test-OOD,0.16777673,5
test-OOD,0.15261097,5
test-OOD,0.5688759,5
test-OOD,0.73228145,5
test-OOD,0.29488704,5
test-OOD,0.44226372,5
test-OOD,0.19754587,5
test-OOD,0.6249035,5
test-OOD,0.49166924,5
test-OOD,0.6869567,5
test-OOD,0.6958016,5
test-OOD,0.45486704,5
test-OOD,0.51426506,5
test-OOD,0.27434063,5
test-OOD,0.76537085,5
test-OOD,0.25514004,5
test-OOD,0.07269153,5
test-OOD,0.25905573,5
test-OOD,0.42301908,5
test-OOD,0.26476386,5
test-OOD,0.20885243,5
test-OOD,0.12600923,5
test-OOD,0.2660079,5
test-OOD,0.32048768,5
test-OOD,0.7128746,5
test-OOD,0.24459326,5
test-OOD,0.21527195,5
test-OOD,0.30570304,5
test-OOD,0.1670312,5
test-OOD,0.45507267,5
test-OOD,0.49066776,5
test-OOD,0.39620304,5
test-OOD,0.23231404,5
test-OOD,0.19038728,5
test-OOD,0.22520752,5
test-OOD,0.22575556,5
test-OOD,0.397282,5
test-OOD,0.86069167,5
test-OOD,0.41506603,5
test-OOD,0.10334419,5
test-OOD,0.46809837,5
test-OOD,0.706037,5
test-OOD,0.55408585,5
test-OOD,0.28065333,5
test-OOD,0.24192995,5
test-OOD,0.3773085,5
test-OOD,0.71826553,5
test-OOD,0.36492407,5
test-OOD,0.39237583,5
test-OOD,0.5117191,5
test-OOD,0.24020372,5
test-OOD,0.6010357,5
test-OOD,0.5563859,5
test-OOD,0.58350074,5
test-OOD,0.25293964,5
test-OOD,0.4756356,5
test-OOD,0.47500044,5
test-OOD,0.30975068,5
test-OOD,0.4654702,5
test-OOD,0.37043536,5
test-OOD,0.15161788,5
test-OOD,0.18650009,5
test-OOD,0.20119673,5
test-OOD,0.16495837,5
test-OOD,0.63648045,5
test-OOD,0.53276986,5
test-OOD,0.2630282,5
test-OOD,0.37427172,5
test-OOD,0.8818544,5
test-OOD,0.7351071,5
test-OOD,0.46291068,5
test-OOD,0.35499603,5
test-OOD,0.117883146,5
test-OOD,0.7002434,5
test-OOD,0.64540625,5
test-OOD,0.8329556,5
test-OOD,0.7650547,5
test-OOD,0.92467535,5
test-OOD,0.5023092,5
test-OOD,0.6391888,5
test-OOD,0.25190076,5
test-OOD,0.37824655,5
test-OOD,0.28668422,5
test-OOD,0.5615437,5
test-OOD,0.15658149,5
test-OOD,0.59882754,5
test-OOD,0.25806633,5
test-OOD,0.34612125,5
test-OOD,0.41003907,5
test-OOD,0.29115415,5
test-OOD,0.41712746,5
test-OOD,0.70596135,5
test-OOD,0.82668877,5
test-OOD,0.15831032,5
test-OOD,0.7652992,5
test-OOD,0.68445,5
test-OOD,0.30824342,5
test-OOD,0.47879696,5
test-OOD,0.28542048,5
test-OOD,0.58165705,5
test-OOD,0.32624438,5
test-OOD,0.45069778,5
test-OOD,0.3425861,5
test-OOD,0.9235448,5
test-OOD,0.9558255,5
test-OOD,0.76335424,5
test-OOD,0.37787968,5
test-OOD,0.16216294,5
test-OOD,0.6778114,5
test-OOD,0.5010604,5
test-OOD,0.94530076,5
test-OOD,0.9750876,5
test-OOD,0.69165623,5
test-OOD,0.52419114,5
test-OOD,0.41388756,5
test-OOD,0.6091547,5
test-OOD,0.30774406,5
test-OOD,0.7190231,5
test-OOD,0.97337276,5
test-OOD,0.25838307,5
test-OOD,0.6349724,5
test-OOD,0.30446804,5
test-OOD,0.57240033,5
test-OOD,0.50456977,5
test-OOD,0.412744,5
test-OOD,0.71063924,5
test-OOD,0.46326965,5
test-OOD,0.30743247,5
test-OOD,0.83164525,5
test-OOD,0.54572356,5
test-OOD,0.44030583,5
test-OOD,0.6565291,5
test-OOD,0.2096617,5
test-OOD,0.32571256,5
test-OOD,0.7754743,5
test-OOD,0.31151137,5
test-OOD,0.3041074,5
test-OOD,0.50362676,5
test-OOD,0.7948042,5
test-OOD,0.5171151,5
test-OOD,0.6205475,5
test-OOD,0.35044932,5
test-OOD,0.14971985,5
test-OOD,0.264161,5
test-OOD,0.09001994,5
test-OOD,0.21882182,5
test-OOD,0.8402937,5
test-OOD,0.45934677,5
test-OOD,0.59107316,5
test-OOD,0.25364456,5
test-OOD,0.41680932,5
test-OOD,0.46391115,5
test-OOD,0.34095907,5
test-OOD,0.19407117,5
test-OOD,0.49979335,5
test-OOD,0.57327384,5
test-OOD,0.20734051,5
test-OOD,0.41823164,5
test-OOD,0.5930803,5
test-OOD,0.34135395,5
test-OOD,0.21862248,5
test-OOD,0.23709877,5
test-OOD,0.6963564,5
test-OOD,0.37261868,5
test-OOD,0.3492012,5
test-OOD,0.643109,5
test-OOD,0.17204666,5
test-OOD,0.67061794,5
test-OOD,0.65212005,5
test-OOD,0.37080243,5
test-OOD,0.274791,5
test-OOD,0.8347653,5
test-OOD,0.8817074,5
test-OOD,0.41001812,5
test-OOD,0.7254615,5
test-OOD,0.651788,5
test-OOD,0.56107885,5
test-OOD,0.28363818,5
test-OOD,0.11148693,5
test-OOD,0.119382754,5
test-OOD,0.5908745,5
test-OOD,0.33372158,5
test-OOD,0.39183408,5
test-OOD,0.6246972,5
test-OOD,0.3110718,5
test-OOD,0.5833553,5
test-OOD,0.4269951,5
test-OOD,0.4270272,5
test-OOD,0.2702821,5
test-OOD,0.5206421,5
test-OOD,0.30475858,5
test-OOD,0.34783155,5
test-OOD,0.61177486,5
test-OOD,0.5801023,5
test-OOD,0.23843111,5
test-OOD,0.9641601,5
test-OOD,0.9033995,5
test-OOD,0.32208666,5
test-OOD,0.39648116,5
test-OOD,0.66645837,5
test-OOD,0.23570529,5
test-OOD,0.23305634,5
test-OOD,0.24875319,5
test-OOD,0.53326213,5
test-OOD,0.8598285,5
test-OOD,0.50646734,5
test-OOD,0.2633285,5
test-OOD,0.75119483,5
test-OOD,0.15591347,5
test-OOD,0.32334492,5
test-OOD,0.2455659,5
test-OOD,0.22281149,5
test-OOD,0.22059044,5
test-OOD,0.1942922,5
test-OOD,0.56479007,5
test-OOD,0.8313096,5
test-OOD,0.16811551,5
test-OOD,0.50997025,5
test-OOD,0.26619193,5
test-OOD,0.3274314,5
test-OOD,0.10444307,5
test-OOD,0.7954489,5
test-OOD,0.25535306,5
test-OOD,0.19833246,5
test-OOD,0.5999074,5
test-OOD,0.39059818,5
test-OOD,0.14935964,5
test-OOD,0.77596915,5
test-OOD,0.9104296,5
test-OOD,0.32037622,5
test-OOD,0.3891095,5
test-OOD,0.5718359,5
test-OOD,0.68195516,5
test-OOD,0.43583527,5
test-OOD,0.58103985,5
test-OOD,0.72160184,5
test-OOD,0.7248569,5
test-OOD,0.8752024,5
test-OOD,0.36852396,5
test-OOD,0.45751667,5
test-OOD,0.9339345,5
test-OOD,0.67239463,5
test-OOD,0.23588204,5
test-OOD,0.12963885,5
test-OOD,0.2554003,5
test-OOD,0.51039207,5
test-OOD,0.639984,5
test-OOD,0.72843516,5
test-OOD,0.66827667,5
test-OOD,0.40678367,5
test-OOD,0.77945656,5
test-OOD,0.28118992,5
test-OOD,0.12250392,5
test-OOD,0.16299346,5
test-OOD,0.7469315,5
test-OOD,0.76942337,5
test-OOD,0.35981745,5
test-OOD,0.3947623,5
test-OOD,0.3926643,5
test-OOD,0.29861432,5
test-OOD,0.64404577,5
test-OOD,0.5441833,5
test-OOD,0.4132163,5
test-OOD,0.32496572,5
test-OOD,0.33995086,5
test-OOD,0.38142598,5
test-OOD,0.18701845,5
test-OOD,0.2931354,5
test-OOD,0.6523251,5
test-OOD,0.22322284,5
test-OOD,0.7950227,5
test-OOD,0.2639741,5
test-OOD,0.53939474,5
test-OOD,0.8520948,5
test-OOD,0.28878722,5
test-OOD,0.75754946,5
test-OOD,0.37268966,5
test-OOD,0.5685791,5
test-OOD,0.47205344,5
test-OOD,0.44365257,5
test-OOD,0.7405951,5
test-OOD,0.36416754,5
test-OOD,0.15046605,5
test-OOD,0.9857011,5
test-OOD,0.4280743,5
test-OOD,0.8438936,5
test-OOD,0.63007826,5
test-OOD,0.54626894,5
test-OOD,0.37755436,5
test-OOD,0.5200782,5
test-OOD,0.6584908,5
test-OOD,0.24016099,5
test-OOD,0.5939046,5
test-OOD,0.5146661,5
test-OOD,0.4416299,5
test-OOD,0.376836,5
test-OOD,0.3325346,5
test-OOD,0.51059335,5
test-OOD,0.39355546,5
test-OOD,0.7704582,5
test-OOD,0.27708423,5
test-OOD,0.292543,5
test-OOD,0.8825206,5
test-OOD,0.29195017,5
test-OOD,0.38142428,5
test-OOD,0.25344226,5
test-OOD,0.32555878,5
test-OOD,0.38119978,5
test-OOD,0.54785264,5
test-OOD,0.20286606,5
test-OOD,0.49446687,5
test-OOD,0.8403654,5
test-OOD,0.3930083,5
test-OOD,0.8658067,5
test-OOD,0.88861585,5
test-OOD,0.38590378,5
test-OOD,0.76107925,5
test-OOD,0.955981,5
test-OOD,0.3866223,5
test-OOD,0.732846,5
test-OOD,0.30955604,5
test-OOD,0.18614723,5
test-OOD,0.4381144,5
test-OOD,0.41593984,5
test-OOD,0.13761052,5
test-OOD,0.42948848,5
test-OOD,0.7723081,5
test-OOD,0.95439816,5
test-OOD,0.20952956,5
test-OOD,0.2897938,5
test-OOD,0.54654944,5
test-OOD,0.14063159,5
test-OOD,0.4761178,5
test-OOD,0.3322354,5
test-OOD,0.22819632,5
test-OOD,0.891689,5
test-OOD,0.49185926,5
test-OOD,0.8112695,5
test-OOD,0.5425585,5
test-OOD,0.5698875,5
test-OOD,0.6043415,5
test-OOD,0.5368377,5
test-OOD,0.43554693,5
test-OOD,0.5253402,5
test-OOD,0.300935,5
test-OOD,0.39385334,5
test-OOD,0.33126637,5
test-OOD,0.23308152,5
test-OOD,0.764949,5
test-OOD,0.8400122,5
test-OOD,0.4367289,5
test-OOD,0.30931798,5
test-OOD,0.43971187,5
test-OOD,0.17361647,5
test-OOD,0.26165175,5
test-OOD,0.714153,5
test-OOD,0.3669203,5
test-OOD,0.48411542,5
test-OOD,0.36541775,5
test-OOD,0.38785964,5
test-OOD,0.93423617,5
test-OOD,0.50996506,5
test-OOD,0.8689451,5
test-OOD,0.81767565,5
test-OOD,0.21860303,5
test-OOD,0.6104126,5
test-OOD,0.2134779,5
test-OOD,0.2761438,5
test-OOD,0.55914795,5
test-OOD,0.1285906,5
test-OOD,0.46358034,5
test-OOD,0.73998934,5
test-OOD,0.07941371,5
test-OOD,0.47575974,5
test-OOD,0.34528798,5
test-OOD,0.77966857,5
test-OOD,0.14115362,5
test-OOD,0.27646384,5
test-OOD,0.8192277,5
test-OOD,0.279386,5
test-OOD,0.42660773,5
test-OOD,0.94721645,5
test-OOD,0.20541286,5
test-OOD,0.25853458,5
test-OOD,0.6497625,5
test-OOD,0.32370448,5
test-OOD,0.36372954,5
test-OOD,0.5499583,5
test-OOD,0.5171217,5
test-OOD,0.7017939,5
test-OOD,0.6792315,5
test-OOD,0.2684899,5
test-OOD,0.45498863,5
test-OOD,0.36989212,5
test-OOD,0.17817026,5
test-OOD,0.7804329,5
test-OOD,0.6899739,5
test-OOD,0.88800377,5
test-OOD,0.82983756,5
test-OOD,0.47233403,5
test-OOD,0.9517441,5
test-OOD,0.88832855,5
test-OOD,0.55665785,5
test-OOD,0.67263436,5
test-OOD,0.27530688,5
test-OOD,0.27604944,5
test-OOD,0.8647827,5
test-OOD,0.5068341,5
test-OOD,0.36042377,5
test-OOD,0.8789172,5
test-OOD,0.775122,5
test-OOD,0.703256,5
test-OOD,0.8769356,5
test-OOD,0.46711653,5
test-OOD,0.3844279,5
test-OOD,0.8587727,5
test-OOD,0.80086625,5
test-OOD,0.7765094,5
test-OOD,0.3197144,5
test-OOD,0.3638699,5
test-OOD,0.8228448,5
test-OOD,0.4506383,5
test-OOD,0.13529325,5
test-OOD,0.73817015,5
test-OOD,0.2558265,5
test-OOD,0.6439798,5
test-OOD,0.78471994,5
test-OOD,0.64248574,5
test-OOD,0.7422638,5
test-OOD,0.24687627,5
test-OOD,0.5193107,5
test-OOD,0.34925297,5
test-OOD,0.5032417,5
test-OOD,0.5581545,5
test-OOD,0.25211585,5
test-OOD,0.3614307,5
test-OOD,0.44869715,5
test-OOD,0.9207386,5
test-OOD,0.2802444,5
test-OOD,0.73604286,5
test-OOD,0.6537216,5
test-OOD,0.24338306,5
test-OOD,0.27771467,5
test-OOD,0.354262,5
test-OOD,0.38617775,5
test-OOD,0.7843817,5
test-OOD,0.09294981,5
test-OOD,0.2854956,5
test-OOD,0.2588848,5
test-OOD,0.34294164,5
test-OOD,0.20216571,5
test-OOD,0.34977084,5
test-OOD,0.40595317,5
test-OOD,0.2604995,5
test-OOD,0.53639555,5
test-OOD,0.3451231,5
test-OOD,0.32716393,5
test-OOD,0.37499785,5
test-OOD,0.7571084,5
test-OOD,0.3789544,5
test-OOD,0.21832483,5
test-OOD,0.20778501,5
test-OOD,0.40700144,5
test-OOD,0.35958365,5
test-OOD,0.21237819,5
test-OOD,0.23302989,5
test-OOD,0.67111784,5
test-OOD,0.53669876,5
test-OOD,0.5267438,5
test-OOD,0.70920694,5
test-OOD,0.8173544,5
test-OOD,0.16329044,5
test-OOD,0.39294326,5
test-OOD,0.3394635,5
test-OOD,0.9059808,5
test-OOD,0.3371659,5
test-OOD,0.8046397,5
test-OOD,0.8276371,5
test-OOD,0.66231155,5
test-OOD,0.5451746,5
test-OOD,0.4588992,5
test-OOD,0.54566985,5
test-OOD,0.46952963,5
test-OOD,0.69545054,5
test-OOD,0.6720411,5
test-OOD,0.14427865,5
test-OOD,0.7346093,5
test-OOD,0.6670495,5
test-OOD,0.42630792,5
test-OOD,0.4791838,5
test-OOD,0.21855967,5
test-OOD,0.8463967,5
test-OOD,0.75343305,5
test-OOD,0.38163984,5
test-OOD,0.39092457,5
test-OOD,0.7778991,5
test-OOD,0.7921822,5
test-OOD,0.7739265,5
test-OOD,0.6659704,5
test-OOD,0.32040304,5
test-OOD,0.45148575,5
test-OOD,0.32281333,5
test-OOD,0.50762767,5
test-OOD,0.61163783,5
test-OOD,0.25564116,5
test-OOD,0.80892175,5
test-OOD,0.43574885,5
test-OOD,0.45780635,5
test-OOD,0.53418946,5
test-OOD,0.7702517,5
test-OOD,0.60430074,5
test-OOD,0.3526397,5
test-OOD,0.4345332,5
test-OOD,0.46181446,5
test-OOD,0.31480008,5
test-OOD,0.88146865,5
test-OOD,0.16317098,5
test-OOD,0.6156392,5
test-OOD,0.33035144,5
test-OOD,0.38984343,5
test-OOD,0.84550136,5
test-OOD,0.24167752,5
test-OOD,0.3099623,5
test-OOD,0.44216388,5
test-OOD,0.35861278,5
test-OOD,0.47799355,5
test-OOD,0.2480484,5
test-OOD,0.6574488,5
test-OOD,0.79859555,5
test-OOD,0.21533588,5
test-OOD,0.535818,5
test-OOD,0.808015,5
test-OOD,0.16225898,5
test-OOD,0.180119,5
test-OOD,0.6627142,5
test-OOD,0.6138396,5
test-OOD,0.44702366,5
test-OOD,0.39831048,5
test-OOD,0.9482359,5
test-OOD,0.51570606,5
test-OOD,0.31514525,5
test-OOD,0.54243875,5
test-OOD,0.51472104,5
test-OOD,0.6660583,5
test-OOD,0.5178649,5
test-OOD,0.10814345,5
test-OOD,0.28988773,5
test-OOD,0.43087617,5
test-OOD,0.6075536,5
test-OOD,0.36269054,5
test-OOD,0.30536747,5
test-OOD,0.36636934,5
test-OOD,0.73083514,5
test-OOD,0.62644386,5
test-OOD,0.30890417,5
test-OOD,0.6878665,5
test-OOD,0.4897,5
test-OOD,0.45756483,5
test-OOD,0.3388602,5
test-OOD,0.6709863,5
test-OOD,0.5864459,5
test-OOD,0.63693345,5
test-OOD,0.8366538,5
test-OOD,0.46138778,5
test-ID,0.9240477,6
test-ID,0.39558202,6
test-ID,0.808656,6
test-ID,0.70299554,6
test-ID,0.61527085,6
test-ID,0.30606163,6
test-ID,0.72538024,6
test-ID,0.19647925,6
test-ID,0.26175776,6
test-ID,0.6486627,6
test-ID,0.3370822,6
test-ID,0.34806424,6
test-ID,0.45393997,6
test-ID,0.53770787,6
test-ID,0.9619817,6
test-ID,0.28599334,6
test-ID,0.7926403,6
test-ID,0.40748352,6
test-ID,0.8478048,6
test-ID,0.3987733,6
test-ID,0.7511916,6
test-ID,0.17562582,6
test-ID,0.3022978,6
test-ID,0.20108142,6
test-ID,0.98133117,6
test-ID,0.21482988,6
test-ID,0.27061966,6
test-ID,0.64087355,6
test-ID,0.8661551,6
test-ID,0.33817893,6
test-ID,0.0777536,6
test-ID,0.34126735,6
test-ID,0.29858795,6
test-ID,0.80694187,6
test-ID,0.25443205,6
test-ID,0.8030702,6
test-ID,0.29830238,6
test-ID,0.68254447,6
test-ID,0.5710897,6
test-ID,0.4868937,6
test-ID,0.46502918,6
test-ID,0.07492265,6
test-ID,0.7436902,6
test-ID,0.46577924,6
test-ID,0.51818156,6
test-ID,0.614015,6
test-ID,0.6982556,6
test-ID,0.9992062,6
test-ID,0.9954524,6
test-ID,0.9964287,6
test-ID,0.38449168,6
test-ID,0.45924926,6
test-ID,0.78687733,6
test-ID,0.92502767,6
test-ID,0.89507806,6
test-ID,0.9925825,6
test-ID,0.98481804,6
test-ID,0.9579725,6
test-ID,0.7075549,6
test-ID,0.9976245,6
test-ID,0.99746674,6
test-ID,0.16486512,6
test-ID,0.93856937,6
test-ID,0.95745766,6
test-ID,0.99560034,6
test-ID,0.9968016,6
test-ID,0.35884768,6
test-ID,0.21841636,6
test-ID,0.25795126,6
test-ID,0.72052366,6
test-ID,0.98860794,6
test-ID,0.99799025,6
test-ID,0.87349564,6
test-ID,0.91581905,6
test-ID,0.939221,6
test-ID,0.9969268,6
test-ID,0.9912121,6
test-ID,0.86026573,6
test-ID,0.9868124,6
test-ID,0.9986279,6
test-ID,0.9977243,6
test-ID,0.9970325,6
test-ID,0.9954101,6
test-ID,0.98773295,6
test-ID,0.8860607,6
test-ID,0.8701621,6
test-ID,0.47806412,6
test-ID,0.9924597,6
test-ID,0.55129087,6
test-ID,0.72086126,6
test-ID,0.99509805,6
test-ID,0.98456204,6
test-ID,0.951453,6
test-ID,0.28639045,6
test-ID,0.2480133,6
test-ID,0.38920134,6
test-ID,0.9994754,6
test-ID,0.63707983,6
test-ID,0.99648446,6
test-ID,0.31883115,6
test-ID,0.8259802,6
test-ID,0.9923037,6
test-ID,0.66952896,6
test-ID,0.98665273,6
test-ID,0.68814003,6
test-ID,0.93225014,6
test-ID,0.84920347,6
test-ID,0.4676886,6
test-ID,0.9958207,6
test-ID,0.85476565,6
test-ID,0.99548215,6
test-ID,0.94476485,6
test-ID,0.9012381,6
test-ID,0.8946187,6
test-ID,0.9687208,6
test-ID,0.8540102,6
test-ID,0.66654354,6
test-ID,0.89925206,6
test-ID,0.9765374,6
test-ID,0.99550873,6
test-ID,0.94921947,6
test-ID,0.9990691,6
test-ID,0.40813133,6
test-ID,0.9995078,6
test-ID,0.9731748,6
test-ID,0.5073739,6
test-ID,0.9223049,6
test-ID,0.16080157,6
test-ID,0.998756,6
test-ID,0.16227798,6
test-ID,0.9783019,6
test-ID,0.9923202,6
test-ID,0.99362504,6
test-ID,0.9754609,6
test-ID,0.9510459,6
test-ID,0.9546281,6
test-ID,0.9962409,6
test-ID,0.9975689,6
test-ID,0.9971466,6
test-ID,0.18293558,6
test-ID,0.4445362,6
test-ID,0.997799,6
test-ID,0.89254034,6
test-ID,0.9965975,6
test-ID,0.99690247,6
test-ID,0.61306024,6
test-ID,0.82628906,6
test-ID,0.9867943,6
test-ID,0.997252,6
test-ID,0.9857156,6
test-ID,0.99734163,6
test-ID,0.7850636,6
test-ID,0.94334924,6
test-ID,0.5313062,6
test-ID,0.9918249,6
test-ID,0.99933296,6
test-ID,0.10789366,6
test-ID,0.92063004,6
test-ID,0.9809968,6
test-ID,0.9747067,6
test-ID,0.15141754,6
test-ID,0.9941738,6
test-ID,0.9931528,6
test-ID,0.9364717,6
test-ID,0.34165695,6
test-ID,0.99369776,6
test-ID,0.99683607,6
test-ID,0.45560324,6
test-ID,0.9942614,6
test-ID,0.9973642,6
test-ID,0.9931398,6
test-ID,0.93287396,6
test-ID,0.9032818,6
test-ID,0.98280126,6
test-ID,0.9942516,6
test-ID,0.99691224,6
test-ID,0.99741286,6
test-ID,0.9994233,6
test-ID,0.98513556,6
test-ID,0.9967016,6
test-ID,0.9986621,6
test-ID,0.95761627,6
test-ID,0.27811927,6
test-ID,0.9682678,6
test-ID,0.9974045,6
test-ID,0.99878186,6
test-ID,0.9937073,6
test-ID,0.9980271,6
test-ID,0.864597,6
test-ID,0.9866601,6
test-ID,0.95421016,6
test-ID,0.5114111,6
test-ID,0.9594741,6
test-ID,0.79866177,6
test-ID,0.40588245,6
test-ID,0.9935451,6
test-ID,0.9496128,6
test-ID,0.99831796,6
test-ID,0.98898464,6
test-ID,0.67129797,6
test-ID,0.36129034,6
test-ID,0.9853607,6
test-ID,0.9989026,6
test-ID,0.99311626,6
test-ID,0.8965399,6
